id,name,description,synonyms,github_discussion_number,stage,public,expected_number_of_records,frequency_of_updates,prioritised,datasets,useful_links,legislation,slug,created,updated,deleted_date,specification,is_local_land_charge,blocked_reason,os_declaration,is_local_plan_data
b411bd74-e872-4d85-a930-d9c956b91b68,Local geological site,"Non-statutory geological sites which are given protection through the planning process, designated by local authorities.",,,BACKLOG,t,,,f,,,,local-geological-site,2024-03-25,2024-09-05 10:07:34.273868,,,f,,,t
320418ff-0d5a-4963-8639-0341bd0eb25e,Town centre boundaries,"Location, extent and function of retail areas",,,ARCHIVED,t,,,f,,,,town-centre-boundaries,2024-03-25,2024-09-05 10:13:13.35861,,,f,,,t
0d30bdd8-83e8-4dc4-aae8-b455c356732e,Special areas of conservation,An area containing wildlife or marine life habitats and species that need conservation,"{""Protected sites""}",,ON_THE_PLATFORM,t,,AD_HOC,f,"[{""name"": ""special-area-of-conservation"", ""label"": ""Special area of conservation"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/special-area-of-conservation.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/special-area-of-conservation"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://www.gov.uk/guidance/duty-to-protect-conserve-and-restore-european-sites"", ""link_text"": ""SAC guidance""}]","{""link_url"": ""https://www.legislation.gov.uk/uksi/2017/1012/contents/made"", ""link_text"": ""Conservation of Habitats and Species Regulations 2017""}",special-areas-of-conservation,2024-03-25,2024-09-05 10:35:01.502809,,,f,,,t
811c3dbd-1b36-414d-a97e-ea9c6a7ba29b,Drainage agreements and consents,"Agreements in place to drain buildings in combination into an existing sewer through a private sewer, or consent for a building, or building extension to be built over or near a drain, sewer or disposal main",,150,BACKLOG,t,,,f,,,,drainage-agreements-and-consents,2024-03-25,2025-01-28 16:12:06.836695,,,f,,,f
70409ed1-3a82-41ea-a478-3eabdf7c8dc0,Mineral safeguarding areas,Areas where known deposits of minerals are safeguarded,,211,BACKLOG,t,,,f,"[{""name"": ""mineral-safeguarding-area"", ""label"": ""Mineral safeguarding area"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/mineral-safeguarding-area.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/mineral-safeguarding-area"", ""dataset_editor_url"": null}]",,,mineral-safeguarding-areas,2024-03-25,2025-01-28 16:41:39.641818,,,f,,,t
c29bdfff-9f76-4728-a1c0-71439b126f82,Watercourses,A natural or artificial channel through which water flows,"{""Main rivers;Canals;Reservoirs;Lake""}",,ARCHIVED,t,,,f,,,,watercourses,2024-03-25,2024-09-05 10:44:12.657648,,,f,,,t
7d7ec9a8-3c2f-4db7-8d80-1aeb1064f247,Secondary healthcare,"Secondary healthcare includes facilities where patients have been referred, such as hospitals, mental health services, community health facilities and sexual health services",,250,BACKLOG,t,,,f,,,,secondary-healthcare,2024-03-25,2025-01-28 16:57:45.419948,,,f,,,t
b968e542-0d6a-4f55-aa4b-0e9bfe02994a,Tree preservation orders,The order document that protects a tree or group of trees,,43,CO_DESIGN,t,,AD_HOC,f,"[{""name"": ""tree-preservation-order"", ""label"": ""Tree preservation order"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/tree-preservation-order.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/tree-preservation-order"", ""dataset_editor_url"": null}, {""name"": ""tree-preservation-zone-type"", ""label"": ""Tree preservation zone type"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/tree-preservation-zone-type.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/tree-preservation-zone-type"", ""dataset_editor_url"": ""https://dluhc-datasets.planning-data.dev/dataset/tree-preservation-zone-type""}, {""name"": ""tree-preservation-zone"", ""label"": ""Tree preservation zone"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/tree-preservation-zone.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/tree-preservation-zone"", ""dataset_editor_url"": null}, {""name"": ""tree"", ""label"": ""Tree"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/tree.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/tree"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://docs.google.com/document/d/1ziDNUExJiUWtMFI3x90T2G-HGtNldUOQrd13u-h6UHY/edit#heading=h.q1fqqglen3fg"", ""link_text"": ""Design process document""}, {""link_url"": ""https://www.gov.uk/guidance/tree-preservation-orders-and-trees-in-conservation-areas"", ""link_text"": ""Tree preservation order guidance""}]","{""link_url"": ""https://www.legislation.gov.uk/uksi/2012/605/contents/made"", ""link_text"": ""The Town and Country Planning (Tree Preservation)(England) Regulations 2012""}",tree-preservation-orders,2024-03-25,2024-10-14 11:10:12.712556,,"{""link_url"": ""https://digital-land.github.io/specification/specification/tree-preservation-order/"", ""link_text"": ""Tree preservation order""}",t,,"{""status"": ""Presumption to publish"", ""further_information_url"": ""https://github.com/digital-land/data-standards-backlog/discussions/43#discussioncomment-10191133""}",f
648cdd25-8c24-48cb-b140-35d06d3184c8,Allotments,"Land used by communities for growing vegetables, fruit, herbs or flowers which is not for profit",,64,CO_DESIGN,t,,EVERY_6_MONTHS,f,,,,allotments,2024-03-25,2024-09-26 09:46:15.522189,,,f,,,t
47da5702-b98b-4e9c-a49f-66984f020c8d,Golf courses,Large areas of grass specially designed for people to play golf on,,64,CO_DESIGN,t,,EVERY_6_MONTHS,f,,,,golf-courses,2024-03-25,2024-09-26 16:02:41.635656,,,f,,,t
555856dc-144d-45aa-a888-1c472d6cb067,Sensitive areas - nitrates,Areas designated as being at risk from agricultural nitrate pollution,,252,BACKLOG,t,,,f,,,,sensitive-areas-nitrates,2024-03-25,2025-01-28 16:58:44.499934,,,f,,,t
833b8f54-0a58-4bed-8fd0-f019c003b0cc,Shellfish waters,Areas designated for the protection of shellfish growth and production,,253,BACKLOG,t,,,f,,,,shellfish-waters,2024-03-25,2025-01-28 16:59:08.635476,,,f,,,f
ba77902d-02e4-4c37-b6de-64a9e1f5b8cb,Sites of importance for nature conservation,Defined areas identified and selected for their nature conservation value,{SINCs},254,BACKLOG,t,,,f,,"[{""link_url"": ""https://docs.google.com/document/d/1VbAfgd7dFrODkCpFEKFLAgAUfeodNTqEiDt1rL3cOO4/edit#heading=h.9rwg3m580tpf"", ""link_text"": ""Fact sheet url""}]",,sites-of-importance-for-nature-conservation,2024-03-25,2025-01-28 16:59:35.841071,,,f,,,t
57c13c12-f198-4313-8518-9465182e706e,Radon,A naturally occurring radioactive gas which may be found in high concentrations in indoor environments,,75,CO_DESIGN,t,,,f,,"[{""link_url"": ""https://www.bgs.ac.uk/datasets/radon-data-indicative-atlas-of-radon/"", ""link_text"": ""National dataset documentation page""}, {""link_url"": ""https://www.bgs.ac.uk/download/radon-potential-indicative-atlas-data-for-great-britain/#"", ""link_text"": ""URL of national dataset""}, {""link_url"": ""https://osdatahub.os.uk/downloads/open/Radon_Indicative_Atlas"", ""link_text"": ""Radon Indicative Atlas OS open data""}]",,radon,2024-03-25,2024-10-16 11:15:51.148945,,,f,,,t
f1ae14e1-b13c-4605-ac9a-1e0dcde99b99,Social housing,"Social housing is more affordable than housing on the open market. It can be rented from housing associations or councils at reduced rents, or it can be part-sold, part-rented as shared ownership.",,255,BACKLOG,t,,,f,,,,social-housing,2024-03-25,2025-01-28 17:02:14.904732,,,t,,,t
2f869eac-2c89-42b3-8a83-7efbc7c7b7d7,Sparsely vegetated land,Environments where plants are slow to establish and easily disturbed,,256,BACKLOG,t,,,f,,,,sparsely-vegetated-land,2024-03-25,2025-01-28 17:02:42.193782,,,f,,,f
2eb8ef61-d4ad-4903-b6cf-24239184b3a8,Built up areas,"Land which is characteristic of a village, town or city",,63,CO_DESIGN,t,10000,EVERY_2_YEARS,t,"[{""name"": ""built-up-area"", ""label"": ""Built up area"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/built-up-area.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/built-up-area"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://data.gov.uk/dataset/15e3be7f-66ed-416c-b0f2-241e87668642/built-up-areas-december-2011-boundaries-v2"", ""link_text"": ""National dataset documentation page""}]",,built-up-areas,2024-03-25,2024-09-05 10:54:30.677429,,,f,,,f
e7750f77-1256-4fc6-8e1e-f169a1059d3e,Heritage coast,A stretch of undeveloped coast designated for conservation,"{""Protected sites""}",,ON_THE_PLATFORM,t,,AD_HOC,f,"[{""name"": ""heritage-coast"", ""label"": ""Heritage coast"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/heritage-coast.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/heritage-coast"", ""dataset_editor_url"": null}]",,,heritage-coast,2024-03-25,2024-09-26 16:04:10.530857,,,f,,,t
2bf32a02-7293-40b1-babc-722b37d5134f,Locally listed buildings,"A building recognised by the local authority (but not nationally) as having local importance due to its architectural, historical or environmental significance","{""local heritage assets"",""local lists"",""local heritage"",""local heritage list sites""}",59,ON_THE_PLATFORM,t,,UNKNOWN,f,"[{""name"": ""locally-listed-building"", ""label"": ""Locally listed building"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/locally-listed-building.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/locally-listed-building"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://docs.google.com/document/d/1eVDL6kCLqI4v600yQqr0p5Eb_YSW9zSiT5St-Fcr4hc/edit?usp=sharing"", ""link_text"": ""Locally listed buildings information document""}]",,locally-listed-buildings,2024-03-25,2024-09-26 16:07:10.517634,,,f,,,t
1234af61-3fd5-40e0-bdfe-2ab0556ccbab,Energy performance certificates,"Certificates that contain:

- information about a property’s energy use and typical energy costs
- recommendations about how to reduce energy use and save money
- an energy efficiency rating from A (most efficient) to G (least efficient), valid for 10 years",{EPC},155,BACKLOG,t,,,f,,,"{""link_url"": null, ""link_text"": ""The Energy Performance of Buildings (England and Wales) Regulations 2012\n""}",energy-performance-certificates,2024-03-25,2025-01-28 16:14:29.368087,,,f,,,f
3c6c44ed-b57c-4faf-ac23-8dc3ff172aae,Boundary line,Open OS product that maps every administrative boundary in detail for you,,77,ARCHIVED,t,,EVERY_6_MONTHS,f,,,,boundary-line,2024-06-26,2025-03-21 14:24:48.267565,,,f,,,f
2e59c3ba-5e6b-42b1-accd-c563c975d522,Environmental outcome reports,"A system of assessing environmental impacts from development, plans, projects and policies",,158,BACKLOG,t,,,f,,,,environmental-outcome-reports,2024-03-25,2025-01-28 16:16:05.539394,,,f,,,f
7a11dd58-325d-4dd0-a77a-7367b2c83b2f,Special educational needs and disabilities (send),"Special educational needs and disabilities (SEND) can affect a child or young person’s ability to learn. Mainstream schools must provide access to services and extra support for SEND pupils, and there are also SEND-specific schools",,257,BACKLOG,t,,,f,,,,special-educational-needs-and-disabilities,2024-03-25,2025-01-28 17:03:04.028302,,,f,,,t
f466c5d4-17e3-4799-b170-e48a7f42e1ea,Special roadside verges,Uncultivated areas of grassland next to roads in an intensively farmed landscape,,258,BACKLOG,t,,,f,,,,special-roadside-verges,2024-03-25,2025-01-28 17:03:25.384813,,,f,,,f
9a26b3ea-d3ad-4487-ba07-4ec3c276b31f,Strategic areas for regeneration,"These areas are the Census Local Super Output Areas (LSOAs) in greatest socio-economic need. They fall within the 20 per cent most deprived LSOAs in England, using the Index of Multiple Deprivation. As set out within the London Plan (2021).",,259,BACKLOG,t,,,f,,,,strategic-areas-for-regeneration,2024-07-08,2025-01-28 17:03:56.0851,,,f,,,t
bf0d2b47-e316-4636-8938-42d56495054e,Strategic flood risk assessments,A Strategic Flood Risk Assessments are undertaken by local planning authorities and inform local flood risk,,260,BACKLOG,t,,,f,,"[{""link_url"": ""https://www.gov.uk/guidance/local-planning-authorities-strategic-flood-risk-assessment"", ""link_text"": ""How to prepare a strategic flood risk assessment""}]",,strategic-flood-risk-assessments,2024-07-08,2025-01-28 17:04:19.62672,,,f,,,t
77874252-cf00-4879-ae11-29f3f3c0e012,Strategic housing market assessments (shmas),"",,261,BACKLOG,t,,,f,,,,strategic-housing-market-assessments,2024-07-08,2025-01-28 17:05:07.968169,,,f,,,t
b81f5d53-6592-4957-b2d9-f57aa713c62e,Enterprise zone,Areas where commercial and industrial businesses can get incentives to set up or expand,,157,RESEARCH,t,,,f,,,,enterprise-zone,2024-03-25,2025-03-19 12:47:31.140877,,,f,,,t
f5d8665a-c1e5-492d-bfcd-564d7ba1e4ba,Essex wildlife trust reserves,Nature reserves and discovery centres managed and protected by Essex Wildlife Trust,,159,BACKLOG,t,,,f,,,,essex-wildlife-trust-reserves,2024-03-25,2025-01-28 16:16:31.540842,,,f,,,f
b9eae164-1b69-476b-90b5-2c87cb913137,Fast food exclusion zone,Zones where fast food outlets are banned because they'd be within 400m of schools and other places where children congregate,,161,BACKLOG,t,,,f,,,,fast-food-exclusion-zone,2024-03-25,2025-01-28 16:18:10.7533,,,f,,,t
891c1587-03a6-4efe-a004-3f5944ed2b45,Fibre to the premises (fttp),"Also known as ultrafast full fibre broadband, this involves laying fibre optic cables directly from the broadband exchange into homes, offering speeds of up to 1,000Mb (megabits per second) – around 30 times faster than standard fibre",,162,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.gov.uk/government/publications/levelling-up-the-united-kingdom"", ""link_text"": ""The Levelling Up White Paper 2022""}",fibre-to-the-premises,2024-03-25,2025-01-28 16:18:35.32418,,,f,,,t
44c801fc-1f08-4680-abae-a80025c8f972,Flood risk area,Areas where there is a risk of flooding from rivers or the sea,,164,BACKLOG,t,,,f,,,,flood-risk-area,2024-03-25,2025-01-28 16:19:21.880314,,,f,,,t
2c54dc0e-0bbb-4f6b-9193-4d1810168ed9,Grassland,Landscapes dominated by grasses,,168,BACKLOG,t,,,f,,,,grassland,2024-03-25,2025-01-28 16:21:14.163701,,,f,,,f
a591e1d4-702a-4edf-9b8f-5a4e8be42a36,Great crested newt risk zones,Areas where the distribution of great crested newts (GCN) has been categorised into zones,,169,BACKLOG,t,,,f,,,,great-crested-newt-risk-zones,2024-03-25,2025-01-28 16:21:53.978747,,,f,,,f
c7337c59-754b-4edb-bb8f-2b4ef9b245ba,Strategic road network,"4,500 miles of motorways and major A roads",,263,BACKLOG,t,,,f,,,,strategic-road-network,2024-03-25,2025-01-28 17:05:36.646718,,,t,,,f
e406b17d-b12a-474c-98f6-a6e1a0134ebf,Suitable alternative natural greenspace (sang),SANG provides an alternative greenspace to attract residents of new developments away from the protected and vulnerable sites,,264,BACKLOG,t,,,f,"[{""name"": ""suitable-alternative-green-space"", ""label"": ""Suitable alternative green space"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/suitable-alternative-green-space.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/suitable-alternative-green-space"", ""dataset_editor_url"": null}]",,"{""link_url"": ""https://www.legislation.gov.uk/uksi/2017/1012/contents/made"", ""link_text"": ""Conservation of Habitats and Species Regulations 2017 (as amended)""}",suitable-alternative-natural-greenspace,2024-03-25,2025-01-28 17:05:58.681348,,,f,,,t
17a85400-1276-4854-967a-3a40cf0c820a,Supplementary planning document (spd),"Detailed advice or guidance on policies in an adopted local plan, and a material consideration in decision-making",,265,BACKLOG,t,,,f,,,,supplementary-planning-document,2024-03-25,2025-01-28 17:06:21.750591,,,f,,,t
6459e5e4-ec78-4232-be5e-568352df6fee,Traditional orchards,"Traditional orchards are priority habitats that are groups of fruit and nut trees planted on vigorous rootstocks at low densities in permanent grassland, and managed in a low intensity way","{""Historic Orchard Sites""}",267,BACKLOG,t,,,f,,,,traditional-orchards,2024-03-25,2025-01-28 17:07:10.802855,,,f,,,f
4d479d45-5f12-4978-ac16-d932e5e3686d,Great crested newts edna pond surveys,Surveys of ponds to detect newt environmental DNA,,170,BACKLOG,t,,,f,,,,great-crested-newts-edna-pond-surveys,2024-03-25,2025-01-28 16:22:20.853304,,,f,,,f
fb67088b-8e55-4ed0-bc31-9e2564c90948,Groundwater source protection zones,Zones that provide additional protection to safeguard drinking water quality,"{""Source protection zones""}",172,BACKLOG,t,,,f,,,,groundwater-source-protection-zones,2024-03-25,2025-01-28 16:23:18.366052,,,f,,,f
e187b5cf-c516-46af-9640-e39b62720c54,Groundwater vulnerability,"Whether groundwater has a high, medium or low risk of pollution",,173,BACKLOG,t,,,f,,,,groundwater-vulnerability,2024-03-25,2025-01-28 16:23:37.905238,,,f,,,f
5b943a42-51e6-4d55-81ac-953ff94eb58f,Habitat networks,Sets of separate areas of habitat that are close enough together to connect in some way,,174,BACKLOG,t,,,f,,,,habitat-networks,2024-03-25,2025-01-28 16:24:04.931018,,,f,,,f
216307d8-be44-4a16-a851-35dd51543289,Heathland and shrub,Land that has at least 25% cover of woody species such as gorse or heather,,176,BACKLOG,t,,,f,,,,heathland-and-shrub,2024-03-25,2025-01-28 16:25:00.229637,,,f,,,f
90bd1f3a-3d4f-44a7-b2f0-0d7a5547204f,Heritage action zone,Grant-funded projects restoring historic environments,,177,BACKLOG,t,,,f,"[{""name"": ""heritage-action-zone"", ""label"": ""Heritage action zone"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/heritage-action-zone.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/heritage-action-zone"", ""dataset_editor_url"": null}]",,,heritage-action-zone,2024-03-25,2025-01-28 16:25:28.769458,,,f,,,t
41af4453-0387-4586-988b-2f73f4b3d6d3,Heritage assets of archaeological interest,"An area that holds, or potentially holds, evidence of past human activity worthy of expert investigation",,178,BACKLOG,t,,,f,,,,heritage-assets-of-archaeological-interest,2024-03-25,2025-01-28 16:25:49.903103,,,f,,,t
f42754d6-18a6-4b67-9ebf-8bb896274753,Heritage at risk,"Hostoric sites that are most at risk of being lost as a result of neglect, decay or inappropriate development",,179,BACKLOG,t,,,f,,,,heritage-at-risk,2024-03-25,2025-01-28 16:26:17.421587,,,f,,,t
db113003-4c6f-47dc-a7ab-89ec23d8aad3,Higher education,"Both undergraduate and postgraduate courses, typically attended in higher education institutions, such as Universities.",,180,BACKLOG,t,,,f,,,,higher-education,2024-03-25,2025-01-28 16:26:40.990488,,,f,,,t
5db75e3a-d3cf-487b-8ba4-ef5766d2b71d,Historic environment record,"Details of local archaeological sites and finds, historic buildings and historic landscapes",,182,BACKLOG,t,,,f,,,,historic-environment-record,2024-03-25,2025-01-28 16:27:38.27397,,,f,,,f
fcb6a992-15d6-486e-b9fe-d039d519d5e8,Historic stone quarry,Area where quarrying of stone was previously carried out,,183,BACKLOG,t,,,f,"[{""name"": ""historic-stone-quarry"", ""label"": ""Historic stone quarry"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/historic-stone-quarry.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/historic-stone-quarry"", ""dataset_editor_url"": null}]",,,historic-stone-quarry,2024-03-25,2025-01-28 16:27:59.790399,,,f,,,f
3241e04a-d0eb-4890-a50f-3a5b0c5d9a86,Hs2 safeguarded area,Protected land that might be needed to build the HS2 railway,,185,BACKLOG,t,,,f,"[{""name"": ""hs2-safeguarded-area"", ""label"": ""HS2 safeguarded area"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/hs2-safeguarded-area.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/hs2-safeguarded-area"", ""dataset_editor_url"": null}]",,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/2017/7/contents/enacted"", ""link_text"": ""High Speed Rail (London–West Midlands) Act 2017""}",hs2-safeguarded-area,2024-03-25,2025-01-28 16:28:48.586265,,,f,,,t
ca54380a-ccdf-4308-9672-23f2dd1b7acf,Scheduled monuments,A site that's legally protected because of its historical importance,"{""Ancient monuments""}",,ON_THE_PLATFORM,t,,FORTNIGHTLY,f,"[{""name"": ""scheduled-monument"", ""label"": ""Scheduled monument"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/scheduled-monument.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/scheduled-monument"", ""dataset_editor_url"": null}]",,,scheduled-monuments,2024-03-25,2024-09-06 10:15:50.265903,,,t,,,t
19b66190-999c-48b2-901c-09faa951949f,Historic parks and gardens,"Designed landscapes of special historical interest because of their layout, features and architectural decoration",,50,ON_THE_PLATFORM,t,,FORTNIGHTLY,f,"[{""name"": ""park-and-garden-grade"", ""label"": ""Park and garden grade"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/park-and-garden-grade.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/park-and-garden-grade"", ""dataset_editor_url"": ""https://dluhc-datasets.planning-data.dev/dataset/park-and-garden-grade""}, {""name"": ""park-and-garden"", ""label"": ""Historic parks and gardens"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/park-and-garden.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/park-and-garden"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://historicengland.org.uk/listing/the-list/data-downloads"", ""link_text"": ""National dataset documentation page""}, {""link_url"": ""https://historicengland.org.uk/content/data-downloads-gis/parks-and-gardens/"", ""link_text"": ""URL of national dataset""}]",,historic-parks-and-gardens,2024-03-25,2024-09-06 10:22:22.947191,,,f,,,t
375e8353-3509-4233-9665-2743f4444269,Battlefields,Areas registered with Historic England as a battlefield of historical significance,,,ON_THE_PLATFORM,t,47,FORTNIGHTLY,f,"[{""name"": ""battlefield"", ""label"": ""Battlefield"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/battlefield.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/battlefield"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://historicengland.org.uk/listing/the-list/data-downloads"", ""link_text"": ""National dataset documentation page""}, {""link_url"": ""https://historicengland.org.uk/content/data-downloads-gis/battlefields/"", ""link_text"": ""URL of national dataset""}]",,battlefields,2024-03-25,2024-09-24 10:28:32.705245,,,f,,,f
c82e2f6b-4655-4d52-a632-6f829a0d6d1c,Public parks and gardens,"Accessible, high quality opportunities for informal recreation and community events, including urban parks, country parks, regional parks, forest parks, and formal gardens",,64,CO_DESIGN,t,,EVERY_6_MONTHS,f,,,,public-parks-and-gardens,2024-06-18,2024-09-26 16:14:33.343531,,,f,,,t
4229009a-e88f-449e-9df8-3f77ebf79d87,Employment allocations,Sites that have been identified for employment use,,153,BACKLOG,t,,,f,"[{""name"": ""employment-allocation"", ""label"": ""Employment allocation"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/employment-allocation.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/employment-allocation"", ""dataset_editor_url"": null}]",,,employment-allocations,2024-03-25,2025-01-28 16:13:31.169528,,,f,,,t
f98069c2-d142-440f-a28d-69993881807b,Building preservation notices,A notice to stop un-listed buildings of special architectural or historic interest from being demolished or altered in a way that affects the character of the building,,,ON_THE_PLATFORM,t,4,FORTNIGHTLY,f,"[{""name"": ""building-preservation-notice"", ""label"": ""Building preservation notice"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/building-preservation-notice.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/building-preservation-notice"", ""dataset_editor_url"": null}]",,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1990/9/section/3"", ""link_text"": ""Planning (Listed Buildings and Conservation Areas) Act 1990, section 3""}",building-preservation-notices,2024-03-25,2025-03-19 16:26:21.035643,,,f,,,f
496c1080-ba46-4ffb-970d-3e2939f9313e,Educational establishment,"Educational establishments in the UK including nurseries, primary and secondary schools","{""Primary schools"",""Secondary schools""}",78,TEST_AND_ITERATE,t,50000,WEEKLY,f,"[{""name"": ""educational-establishment"", ""label"": ""Educational establishments"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/educational-establishment.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/educational-establishment"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://get-information-schools.service.gov.uk/"", ""link_text"": ""Get Information about Schools service""}]",,educational-establishment,2024-07-02,2024-09-26 09:51:03.894776,,,f,,,t
bb304685-63e4-4cb4-a6d2-8455435e2415,Protected wreck sites,The restricted area around the wreck of a nationally important vessel to prevent any interference,,,ON_THE_PLATFORM,t,,FORTNIGHTLY,f,"[{""name"": ""protected-wreck-site"", ""label"": ""Protected wreck site"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/protected-wreck-site.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/protected-wreck-site"", ""dataset_editor_url"": null}]",,,protected-wreck-sites,2024-03-25,2024-09-24 10:35:39.334106,,,f,,,f
450df95d-a4d3-4de6-bcf1-eb1940d60662,World heritage sites,"A natural or man-made site, area, or structure that is protected because of its international importance ",,,ON_THE_PLATFORM,t,,AD_HOC,f,"[{""name"": ""world-heritage-site-buffer-zone"", ""label"": ""World heritage site buffer zone"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/world-heritage-site-buffer-zone.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/world-heritage-site-buffer-zone"", ""dataset_editor_url"": null}, {""name"": ""world-heritage-site"", ""label"": ""World heritage site"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/world-heritage-site.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/world-heritage-site"", ""dataset_editor_url"": null}]",,,world-heritage-sites,2024-03-25,2024-09-26 16:20:24.215076,,,f,,,t
c3d2e08c-f2ef-49eb-9b1e-d03eb336df68,Play spaces,"Children's play provision, including local areas for play (LAP), locally equiped areas for play (LEAP), and neighbourhood equipped area of play (NEAP).",,64,CO_DESIGN,t,,EVERY_6_MONTHS,f,,,,play-spaces,2024-03-25,2024-09-26 16:13:17.982303,,,f,,,t
4f33f73e-9acd-479b-a9d0-27c1b314b88a,Local landscape area,"Areas in Scotland which are given a local designation to sure that the landscape is not damaged by inappropriate development, and to encourage positive landscape management","{""Historic (non-designated) rural landscape/local landscape area""}",205,BACKLOG,t,,,f,,,,local-landscape-area,2024-03-25,2025-01-28 16:35:23.151461,,,f,,,t
c0466ba7-3a0e-48f9-aacf-40d687ffd1d1,Hedgerows,Any boundary line of trees or shrubs over 20m long and less than 5m wide,,,SCREEN,t,,,f,,"[{""link_url"": ""https://docs.google.com/document/d/1NafrVW_dC2nvDTDBQvey-271aLLFpGlCpN-N30OZDn4/edit#heading=h.lb9do641w06g"", ""link_text"": ""Fact sheet url""}]",,hedgerows,2024-03-25,2024-09-24 10:29:56.790974,,,f,,,f
